a,b,a_desc,b_desc,combined,visual,silhouette,color,text
U2-21,G3-20,岩の体と赤いハサミを持つヤドカリ,郵便ポストゴーレム,0.55361,0.76666,0.79517,0.74048,0.20601
U4-09,U6-27,杖を持つ森の妖精女王,緑羽の妖精,0.55361,0.81301,0.8479,0.78079,0.13039
U1-11,G1-02,氷の角を持つ白い小悪魔,指ぬき帽子の小悪魔,0.55357,0.77825,0.86522,0.69788,0.187
G1-19,G2-13,消しゴムの生物,塩入れの生物,0.55352,0.78957,0.82832,0.7538,0.16838
U4-03,U5-17,黒紫の大型ドラゴン,氷でできた青いドラゴン,0.55347,0.59898,0.79701,0.416,0.47921
G4-03,G4-07,日食仮面の支配者,磁器の女王,0.55321,0.71282,0.82797,0.60643,0.2928
U4-10,U4-21,金色の大型ドラゴン,金装甲をまとった青い海竜,0.55315,0.71083,0.8553,0.57746,0.29587
U1-15,U5-10,薬瓶を運ぶ黒いカラス,炎をまとった黒い鳥,0.55293,0.67781,0.82702,0.54013,0.34917
U3-21,U6-19,青い結晶を背負った水の生物,青い氷結晶ゴーレム,0.55286,0.77856,0.72048,0.83227,0.18461
U4-05,U4-28,氷をまとった青いフェニックス,結晶翼を持つ青紫ドラゴン,0.55285,0.83954,0.83836,0.84066,0.08509
U6-19,G3-20,青い氷結晶ゴーレム,郵便ポストゴーレム,0.55275,0.58758,0.82556,0.36781,0.49592
U3-24,U4-21,氷をまとった青白いヒツジ,金装甲をまとった青い海竜,0.55269,0.80736,0.89809,0.72365,0.13717
G1-14,G2-13,方位磁針の生物,塩入れの生物,0.5526,0.81909,0.87195,0.77026,0.11779
U3-24,U5-17,氷をまとった青白いヒツジ,氷でできた青いドラゴン,0.55245,0.81962,0.80429,0.83384,0.11655
U2-10,G4-09,太陽のような炎の精,隕石炉の巨人,0.55244,0.68476,0.80925,0.5697,0.33654
U1-03,U2-04,青い結晶を背負った甲虫,氷結晶を抱く白ウサギ,0.55227,0.78832,0.83796,0.74253,0.16713
U3-08,U4-22,葉でできた小鳥,巨大な炎のフェニックス,0.55187,0.68922,0.71384,0.66659,0.32778
U4-30,U5-27,雲に乗る金色の天竜,二つ首の青赤海竜,0.55184,0.72376,0.88421,0.57554,0.27133
U4-10,U5-17,金色の大型ドラゴン,氷でできた青いドラゴン,0.55179,0.59628,0.82052,0.38915,0.47921
U4-28,G5-09,結晶翼を持つ青紫ドラゴン,氷宮の女帝,0.55167,0.8246,0.81512,0.83337,0.10637
U1-15,U1-28,薬瓶を運ぶ黒いカラス,氷結晶をまとった白フクロウ,0.55159,0.70741,0.86544,0.56147,0.29735
G2-13,G2-29,塩入れの生物,虹色ビー玉の生物,0.55149,0.79556,0.83552,0.7587,0.15327
U2-15,U3-28,葉と角を持つ緑の子ドラゴン,葉のふたを持つ緑の壺スライム,0.55148,0.81466,0.85695,0.77573,0.1221
U1-03,U4-05,青い結晶を背負った甲虫,氷をまとった青いフェニックス,0.55146,0.81438,0.8189,0.81024,0.12249
U4-15,G4-14,結晶装甲の岩ゴーレム,日時計の巨像,0.55126,0.71408,0.85573,0.58326,0.28562
G5-01,G5-13,笑顔で手を差し伸べる白ひげ王,生きた玉座に座る暴君,0.55115,0.79029,0.8604,0.72557,0.16098
U2-10,G4-29,太陽のような炎の精,火山炉の城塞巨人,0.55108,0.7419,0.81963,0.67005,0.23974
G1-09,G3-26,懐中時計の子,時計仕掛けのキツネ,0.55107,0.72652,0.72691,0.72631,0.26481
U4-04,U4-24,宝珠を抱く巨大な古代樹,巨大化した食虫植物,0.55098,0.88227,0.91666,0.85061,0.01045
U1-19,U5-22,泥をまとったカエル,湿地をまとった巨大樹,0.55093,0.81286,0.831,0.79611,0.12358
U4-12,G3-06,白翼の聖騎士,傘槍の戦士,0.55079,0.63455,0.73228,0.54428,0.41414
G5-08,G5-22,紅い外套と剣の覇王,多色の門を操る次元王,0.55064,0.74009,0.83624,0.65138,0.24155
G3-30,G4-14,機械仕掛けの巨大方位磁針,日時計の巨像,0.55061,0.68539,0.63549,0.73152,0.33071
G1-12,G2-15,長靴の生物,白いもちの生物,0.55031,0.76526,0.86602,0.67223,0.19959
U3-05,U4-13,どんぐりを背負ったクモ,火山を背負った溶岩ガメ,0.55015,0.826,0.83749,0.81549,0.10007
U1-11,U2-18,氷の角を持つ白い小悪魔,青結晶の殻を持つカタツムリ,0.55009,0.81797,0.83379,0.80339,0.11302
U4-06,U6-11,溶岩でできた巨大ゴーレム,人型の炎エレメント,0.55007,0.77132,0.75854,0.78315,0.18908
U2-18,U4-28,青結晶の殻を持つカタツムリ,結晶翼を持つ青紫ドラゴン,0.55007,0.82302,0.82215,0.82388,0.10474
U1-05,U2-27,雲の体を持つクラゲ,氷をまとった白フクロウ,0.54996,0.88702,0.88417,0.88971,0.0
G4-12,G5-19,黒穴を操る魔導士,渦巻く黒穴の主,0.54892,0.85557,0.87367,0.83894,0.04861
U2-09,U5-04,葉を背負った小さなカメ,トゲのある巨大サボテン獣,0.54886,0.88015,0.92694,0.83703,0.00835
G4-09,G4-24,隕石炉の巨人,大地を揺らす太鼓巨人,0.54822,0.84596,0.83595,0.85528,0.06243
U4-04,G5-06,宝珠を抱く巨大な古代樹,巨大な鐘を持つ陽気な山の守護者,0.54744,0.85636,0.89378,0.82186,0.04341
G4-25,G4-27,星空球を抱く巨像,宇宙方位磁針の巨人,0.54555,0.87993,0.87589,0.88372,0.0
U4-04,U5-04,宝珠を抱く巨大な古代樹,トゲのある巨大サボテン獣,0.54538,0.87449,0.89051,0.85977,0.0084
G5-03,G5-24,月を背負う優雅な女王,巨大な無限方位盤の神,0.54536,0.87961,0.8879,0.87199,0.0
G5-10,G5-17,白毛の巨大獣王,紫光を放つ星雲大聖堂,0.54534,0.87959,0.91051,0.85108,0.0
U6-04,G2-19,炎のたてがみを持つイノシシ,クルミ殻の精,0.54532,0.87955,0.90775,0.85354,0.0
G2-19,G3-04,クルミ殻の精,洋服ダンスミミック,0.54507,0.87914,0.89273,0.86664,0.0
U1-28,U4-18,氷結晶をまとった白フクロウ,水と蓮に包まれた女王,0.54449,0.87821,0.90388,0.85456,0.0
U4-18,U6-01,水と蓮に包まれた女王,笑顔の青いスライム,0.5439,0.87725,0.86729,0.8865,0.0
U1-27,G5-06,鍵を持つ緑のゴブリン,巨大な鐘を持つ陽気な山の守護者,0.54373,0.86345,0.90235,0.82758,0.02207
U5-08,U5-26,盾と槍を持つカカシ騎士,楽器を弾く魔法使いガイコツ,0.54351,0.87663,0.8743,0.87883,0.0
G5-16,G5-28,世界時計の機械神,天球環を背負う機械巨神,0.54314,0.85078,0.81646,0.88253,0.04121
U2-10,G2-04,太陽のような炎の精,太陽光の綿毛,0.54284,0.85384,0.83432,0.87191,0.03543
U6-22,G3-01,黒赤装甲の巨大カニ,アコーディオン装甲の獣,0.54158,0.83705,0.85016,0.82505,0.05948
G5-21,G5-30,虹を織る現実の織姫,六つの光輪を持つ世界封印の守護者,0.54121,0.87291,0.90415,0.84411,0.0
G1-15,G1-26,サイコロの子,模様タイルの生物,0.54093,0.87247,0.93132,0.81813,0.0
U1-08,U3-24,青い鬼火をまとった小さなガイコツ,氷をまとった青白いヒツジ,0.54071,0.83622,0.82613,0.8456,0.05856
U4-06,U6-30,溶岩でできた巨大ゴーレム,王冠と口ひげの黄金スライム王,0.54068,0.86469,0.88876,0.84251,0.01204
U4-10,G5-06,金色の大型ドラゴン,巨大な鐘を持つ陽気な山の守護者,0.54064,0.872,0.87533,0.86897,0.0
U1-13,U6-30,サボテンを背負った小型恐竜,王冠と口ひげの黄金スライム王,0.54044,0.87167,0.91813,0.82886,0.0
U6-15,G3-01,甲羅装甲の緑カメ,アコーディオン装甲の獣,0.54034,0.83322,0.8501,0.81772,0.06248
U6-17,G2-17,赤傘のキノコ,マント付きパンケーキ,0.54001,0.87098,0.89061,0.85291,0.0
U1-28,U4-01,氷結晶をまとった白フクロウ,王冠とローブをまとったスライム王,0.53999,0.84292,0.9103,0.78079,0.04575
U5-24,G2-19,火山を背負った溶岩ガメ,クルミ殻の精,0.53999,0.86368,0.86636,0.86125,0.01188
G4-27,G5-10,宇宙方位磁針の巨人,白毛の巨大獣王,0.53998,0.86052,0.89326,0.8303,0.01699
G5-21,G5-24,虹を織る現実の織姫,巨大な無限方位盤の神,0.53986,0.87075,0.90054,0.84327,0.0
U4-01,U4-21,王冠とローブをまとったスライム王,金装甲をまとった青い海竜,0.53972,0.83203,0.87146,0.79568,0.0628
U6-17,G2-19,赤傘のキノコ,クルミ殻の精,0.53967,0.87044,0.92864,0.81675,0.0
G4-24,G4-29,大地を揺らす太鼓巨人,火山炉の城塞巨人,0.53857,0.84279,0.86099,0.82605,0.04222
G2-17,G5-06,マント付きパンケーキ,巨大な鐘を持つ陽気な山の守護者,0.53803,0.8678,0.90325,0.83508,0.0
G5-18,G5-23,天空と大地をまとった地平の女王,巻物柱を持つ天上の記録者,0.53777,0.86737,0.89725,0.83982,0.0
U1-10,U4-30,バラの殻を持つカタツムリ,雲に乗る金色の天竜,0.53727,0.86656,0.91755,0.8195,0.0
G2-17,G5-08,マント付きパンケーキ,紅い外套と剣の覇王,0.53705,0.86621,0.90031,0.83479,0.0
G2-19,G5-06,クルミ殻の精,巨大な鐘を持つ陽気な山の守護者,0.53703,0.86618,0.90675,0.82877,0.0
G5-18,G5-21,天空と大地をまとった地平の女王,虹を織る現実の織姫,0.53698,0.86609,0.89027,0.84379,0.0
U4-29,G5-07,紫髪の呪い人形姫,黒紫の深淵魔王,0.53666,0.86558,0.88439,0.84826,0.0
U1-12,U1-13,苔と岩の装甲を持つイモムシ,サボテンを背負った小型恐竜,0.5362,0.86484,0.85314,0.87571,0.0
G4-25,G5-25,星空球を抱く巨像,宙に浮く虚無宮殿,0.53617,0.8648,0.88616,0.8451,0.0
G4-28,G5-28,虹結晶の大聖堂,天球環を背負う機械巨神,0.5361,0.86467,0.85118,0.87716,0.0
G4-27,G5-25,宇宙方位磁針の巨人,宙に浮く虚無宮殿,0.53595,0.86443,0.87663,0.85318,0.0
G4-27,G5-07,宇宙方位磁針の巨人,黒紫の深淵魔王,0.5359,0.86436,0.90721,0.82482,0.0
U1-27,U4-27,鍵を持つ緑のゴブリン,歯車を内蔵した森のゴーレム,0.53584,0.84884,0.89224,0.80881,0.02516
G2-20,G2-24,巻貝の精,白い羽根の生物,0.53573,0.86408,0.86898,0.85957,0.0
U1-27,U4-04,鍵を持つ緑のゴブリン,宝珠を抱く巨大な古代樹,0.53546,0.86364,0.88813,0.84112,0.0
U1-12,U2-15,苔と岩の装甲を持つイモムシ,葉と角を持つ緑の子ドラゴン,0.5354,0.85088,0.86081,0.84179,0.02068
U1-12,U2-09,苔と岩の装甲を持つイモムシ,葉を背負った小さなカメ,0.53536,0.86349,0.89967,0.83016,0.0
G5-23,G5-24,巻物柱を持つ天上の記録者,巨大な無限方位盤の神,0.53529,0.86338,0.89363,0.83545,0.0
U4-17,U4-29,紫炎と角を持つ魔獣,紫髪の呪い人形姫,0.53523,0.86327,0.88242,0.84565,0.0
G5-01,G5-21,笑顔で手を差し伸べる白ひげ王,虹を織る現実の織姫,0.53514,0.86313,0.88121,0.84649,0.0
U4-04,U6-05,宝珠を抱く巨大な古代樹,大口の巨大食虫植物,0.53511,0.85665,0.88117,0.83408,0.01051
U2-16,G2-15,体が溶けたロウソクの精,白いもちの生物,0.53495,0.86282,0.87776,0.84905,0.0
U6-04,G2-17,炎のたてがみを持つイノシシ,マント付きパンケーキ,0.53462,0.86228,0.91768,0.81114,0.0
U4-15,U6-26,結晶装甲の岩ゴーレム,棍棒を持つ青い一つ目オーガ,0.53442,0.86196,0.90523,0.82205,0.0
G2-22,G3-04,松ぼっくりの精,洋服ダンスミミック,0.53439,0.86192,0.88959,0.83647,0.0
G3-18,G5-07,自動販売機ミミック,黒紫の深淵魔王,0.53437,0.86189,0.87356,0.85117,0.0
U4-13,G2-17,火山を背負った溶岩ガメ,マント付きパンケーキ,0.53422,0.86164,0.88307,0.84194,0.0
U5-04,G5-06,トゲのある巨大サボテン獣,巨大な鐘を持つ陽気な山の守護者,0.53414,0.85691,0.89717,0.81982,0.00752
U4-24,G5-06,巨大化した食虫植物,巨大な鐘を持つ陽気な山の守護者,0.5341,0.85572,0.88717,0.82674,0.00935
G4-02,G4-09,時計仕掛けの宮殿巨人,隕石炉の巨人,0.53406,0.8313,0.81585,0.84558,0.0491
U1-04,U3-29,どんぐりを抱えた赤い小悪魔,赤い子ドラゴン,0.53405,0.84671,0.83929,0.85362,0.02391
G5-14,G5-23,星の小精霊を連れた賢者,巻物柱を持つ天上の記録者,0.53398,0.84866,0.87654,0.82297,0.02056
U6-09,U6-26,苔むした岩ゴーレム,棍棒を持つ青い一つ目オーガ,0.53394,0.86119,0.93579,0.79236,0.0
U1-22,U6-30,葉を生やしたカボチャの精,王冠と口ひげの黄金スライム王,0.53369,0.86079,0.8966,0.82781,0.0
G5-10,G5-25,白毛の巨大獣王,宙に浮く虚無宮殿,0.53367,0.86075,0.89302,0.83097,0.0
U1-13,U6-23,サボテンを背負った小型恐竜,緑の毒スライム,0.53363,0.8607,0.86135,0.86017,0.0
G5-21,G5-23,虹を織る現実の織姫,巻物柱を持つ天上の記録者,0.53329,0.86014,0.89088,0.83182,0.0
U4-08,G5-07,鎌を持つ騎乗死神,黒紫の深淵魔王,0.53325,0.86008,0.88247,0.83946,0.0
G4-12,G5-07,黒穴を操る魔導士,黒紫の深淵魔王,0.53323,0.86005,0.88531,0.83682,0.0
G4-09,G4-14,隕石炉の巨人,日時計の巨像,0.53294,0.84881,0.86594,0.83302,0.01757
U1-05,U1-11,雲の体を持つクラゲ,氷の角を持つ白い小悪魔,0.53293,0.84487,0.86907,0.82257,0.02398
G4-27,G5-27,宇宙方位磁針の巨人,舞台ごと現れた夢劇場の王,0.53291,0.85953,0.90909,0.81381,0.0
G3-17,G4-28,城入りスノードームゴーレム,虹結晶の大聖堂,0.53289,0.8595,0.92831,0.79601,0.0
U4-08,U4-17,鎌を持つ騎乗死神,紫炎と角を持つ魔獣,0.53284,0.84312,0.86109,0.82661,0.0266
U4-13,U6-30,火山を背負った溶岩ガメ,王冠と口ひげの黄金スライム王,0.53283,0.8594,0.89224,0.82916,0.0
G4-28,G5-10,虹結晶の大聖堂,白毛の巨大獣王,0.53276,0.8593,0.86305,0.85588,0.0
G5-09,G5-24,氷宮の女帝,巨大な無限方位盤の神,0.53267,0.85915,0.89139,0.82936,0.0
U1-22,U3-05,葉を生やしたカボチャの精,どんぐりを背負ったクモ,0.53264,0.8591,0.87994,0.8399,0.0
G4-25,G5-07,星空球を抱く巨像,黒紫の深淵魔王,0.5326,0.85904,0.90871,0.81319,0.0
G4-22,G5-20,遊園地を背負う巨像,星を鍛える巨大炉,0.53247,0.85882,0.85016,0.86687,0.0
U6-04,G3-09,炎のたてがみを持つイノシシ,旅行かばんミミック,0.53241,0.85873,0.88554,0.83403,0.0
U3-08,G1-14,葉でできた小鳥,方位磁針の生物,0.53232,0.85859,0.86211,0.85539,0.0
U3-19,G5-30,巻角を持つ白い子ヒツジ,六つの光輪を持つ世界封印の守護者,0.53222,0.8444,0.90243,0.79087,0.02287
G4-15,G5-21,ステンドグラスの天使,虹を織る現実の織姫,0.53216,0.85832,0.87531,0.84266,0.0
U2-22,U5-30,星形の黄色い精,王冠とローブの黄金スライム王,0.53185,0.8415,0.83836,0.84443,0.02664
U6-04,G3-04,炎のたてがみを持つイノシシ,洋服ダンスミミック,0.53182,0.85777,0.87178,0.84489,0.0
G3-17,G5-10,城入りスノードームゴーレム,白毛の巨大獣王,0.53182,0.85777,0.88674,0.83104,0.0
U1-09,U3-12,鉱石を掘るモグラ,泥をまとったカエル,0.53176,0.85768,0.86421,0.8517,0.0
G5-20,G5-27,星を鍛える巨大炉,舞台ごと現れた夢劇場の王,0.5317,0.85758,0.90249,0.81617,0.0
G4-15,G4-25,ステンドグラスの天使,星空球を抱く巨像,0.53162,0.85746,0.8851,0.83195,0.0
U6-17,G1-14,赤傘のキノコ,方位磁針の生物,0.53152,0.85729,0.8536,0.86074,0.0
U3-19,G1-15,巻角を持つ白い子ヒツジ,サイコロの子,0.53134,0.85699,0.89594,0.82106,0.0
U3-02,U3-15,苔をまとった子犬,巻貝を背負った小さなヤドカリ,0.53123,0.85228,0.90941,0.79955,0.00742
G5-07,G5-19,黒紫の深淵魔王,渦巻く黒穴の主,0.53122,0.8568,0.88874,0.82741,0.0
U1-27,U5-04,鍵を持つ緑のゴブリン,トゲのある巨大サボテン獣,0.53111,0.85662,0.89163,0.82441,0.0
U1-22,G2-18,葉を生やしたカボチャの精,チーズ片の生物,0.53091,0.85631,0.84032,0.87111,0.0
G2-17,G3-29,マント付きパンケーキ,工具箱ミミック,0.53085,0.85622,0.89243,0.82284,0.0
G4-11,G4-19,摩天楼の巨人,巨大鐘のガーゴイル,0.53084,0.85619,0.81767,0.89179,0.0
U4-09,G5-06,杖を持つ森の妖精女王,巨大な鐘を持つ陽気な山の守護者,0.53072,0.84435,0.88697,0.80503,0.019
U1-05,U3-14,雲の体を持つクラゲ,青い鬼火をまとった白い霊体,0.53058,0.85578,0.837,0.87319,0.0
U6-05,U6-25,大口の巨大食虫植物,顔のある巨大樹,0.53054,0.84775,0.8386,0.85627,0.01298
U1-05,U5-13,雲の体を持つクラゲ,氷の毛と牙を持つイノシシ,0.53047,0.84217,0.86455,0.82153,0.0219
U4-13,U5-04,火山を背負った溶岩ガメ,トゲのある巨大サボテン獣,0.53047,0.85154,0.92129,0.78724,0.00662
U6-09,G4-28,苔むした岩ゴーレム,虹結晶の大聖堂,0.5304,0.85548,0.88622,0.82716,0.0
U2-12,U4-24,花を咲かせた小型サボテン,巨大化した食虫植物,0.5303,0.85533,0.90074,0.81348,0.0
G3-18,G3-22,自動販売機ミミック,炎のオーブン獣,0.53025,0.85525,0.89965,0.81433,0.0
G4-28,G5-16,虹結晶の大聖堂,世界時計の機械神,0.53025,0.85524,0.86382,0.84737,0.0
U2-02,U2-10,炎の尾を持つ小さなキツネ,太陽のような炎の精,0.53011,0.8401,0.82185,0.85701,0.02433
U2-12,U6-30,花を咲かせた小型サボテン,王冠と口ひげの黄金スライム王,0.52999,0.85482,0.90899,0.80491,0.0
U6-14,G2-20,舌を出す白い幽霊,巻貝の精,0.52983,0.85456,0.89477,0.81749,0.0
U1-05,U3-24,雲の体を持つクラゲ,氷をまとった青白いヒツジ,0.5298,0.85451,0.88836,0.82329,0.0
U2-02,U6-17,炎の尾を持つ小さなキツネ,赤傘のキノコ,0.52978,0.85448,0.86158,0.84797,0.0
G4-01,G4-09,大聖堂の鐘を宿す巨像,隕石炉の巨人,0.52965,0.85428,0.84845,0.8597,0.0
U4-24,U6-25,巨大化した食虫植物,顔のある巨大樹,0.52945,0.84605,0.84105,0.85073,0.01291
U2-12,U2-15,花を咲かせた小型サボテン,葉と角を持つ緑の子ドラゴン,0.52931,0.84725,0.87841,0.81858,0.01057
U4-15,U4-21,結晶装甲の岩ゴーレム,金装甲をまとった青い海竜,0.52929,0.84363,0.9062,0.78592,0.01644
G5-07,G5-20,黒紫の深淵魔王,星を鍛える巨大炉,0.52928,0.85368,0.90299,0.80819,0.0
G5-11,G5-30,多数の鏡を操る聖女,六つの光輪を持つ世界封印の守護者,0.52926,0.85364,0.87176,0.83698,0.0
U5-04,U6-15,トゲのある巨大サボテン獣,甲羅装甲の緑カメ,0.5292,0.84829,0.88095,0.81823,0.00857
G5-07,G5-25,黒紫の深淵魔王,宙に浮く虚無宮殿,0.52913,0.85344,0.87674,0.83192,0.0
G5-06,G5-13,巨大な鐘を持つ陽気な山の守護者,生きた玉座に座る暴君,0.52904,0.8533,0.87086,0.83712,0.0
U4-24,U4-27,巨大化した食虫植物,歯車を内蔵した森のゴーレム,0.529,0.84665,0.87178,0.82351,0.01074
U1-05,U1-28,雲の体を持つクラゲ,氷結晶をまとった白フクロウ,0.52894,0.85312,0.87096,0.83672,0.0
G4-15,G5-10,ステンドグラスの天使,白毛の巨大獣王,0.52888,0.85304,0.85169,0.85434,0.0
G4-10,G4-30,鏡の迷宮騎士,異次元門の守護者,0.52885,0.85298,0.90072,0.80901,0.0
G3-18,G5-27,自動販売機ミミック,舞台ごと現れた夢劇場の王,0.52876,0.85283,0.85644,0.84958,0.0
U6-17,G2-14,赤傘のキノコ,ポップコーンの精,0.52874,0.85281,0.88658,0.8217,0.0
U4-12,G4-15,白翼の聖騎士,ステンドグラスの天使,0.52864,0.85264,0.91285,0.79704,0.0
U5-15,G5-01,太鼓を持つキノコ旅人,笑顔で手を差し伸べる白ひげ王,0.52862,0.85262,0.87309,0.83379,0.0
G1-19,G2-20,消しゴムの生物,巻貝の精,0.52858,0.85254,0.87543,0.83143,0.0
U2-21,G3-29,岩の体と赤いハサミを持つヤドカリ,工具箱ミミック,0.52844,0.85232,0.91156,0.79772,0.0
G4-25,G5-20,星空球を抱く巨像,星を鍛える巨大炉,0.52843,0.8523,0.88166,0.82528,0.0
G4-08,G5-07,巨大ピアノと触手の魔物,黒紫の深淵魔王,0.5284,0.85226,0.86154,0.84374,0.0
U2-12,U4-04,花を咲かせた小型サボテン,宝珠を抱く巨大な古代樹,0.52835,0.85217,0.89608,0.81172,0.0
U6-04,G5-08,炎のたてがみを持つイノシシ,紅い外套と剣の覇王,0.52831,0.85212,0.8996,0.80832,0.0
G4-05,G4-25,雷をまとう巨大列車,星空球を抱く巨像,0.5283,0.8521,0.83,0.87256,0.0
U6-24,G4-04,水をまとった青い海竜,嵐をまとう幽霊船,0.52824,0.8326,0.87186,0.79639,0.03165
G5-11,G5-24,多数の鏡を操る聖女,巨大な無限方位盤の神,0.52808,0.85175,0.84584,0.85725,0.0
G4-15,G5-20,ステンドグラスの天使,星を鍛える巨大炉,0.52804,0.85167,0.88299,0.82281,0.0
G5-20,G5-29,星を鍛える巨大炉,赤黒の宇宙操り人形皇帝,0.52802,0.85165,0.88859,0.81761,0.0
U1-26,U4-04,大口を開けた食虫植物,宝珠を抱く巨大な古代樹,0.52793,0.85151,0.85895,0.8447,0.0
G3-29,G5-08,工具箱ミミック,紅い外套と剣の覇王,0.52781,0.8513,0.88481,0.82046,0.0
U4-29,G5-19,紫髪の呪い人形姫,渦巻く黒穴の主,0.5278,0.85129,0.86713,0.83672,0.0
U1-09,G4-10,鉱石を掘るモグラ,鏡の迷宮騎士,0.52777,0.85125,0.87338,0.8309,0.0
U4-07,G4-04,泡をまとった青赤の海竜,嵐をまとう幽霊船,0.52768,0.83294,0.90172,0.76943,0.02962
G3-04,G5-08,洋服ダンスミミック,紅い外套と剣の覇王,0.52755,0.85088,0.86063,0.84195,0.0
U4-27,G4-29,歯車を内蔵した森のゴーレム,火山炉の城塞巨人,0.52751,0.85083,0.88691,0.81758,0.0
G4-25,G5-10,星空球を抱く巨像,白毛の巨大獣王,0.5274,0.85065,0.8912,0.81321,0.0
U5-24,G3-04,火山を背負った溶岩ガメ,洋服ダンスミミック,0.52719,0.85031,0.85554,0.84554,0.0
G2-29,G3-17,虹色ビー玉の生物,城入りスノードームゴーレム,0.52719,0.85031,0.91998,0.78604,0.0
U2-09,U4-04,葉を背負った小さなカメ,宝珠を抱く巨大な古代樹,0.52709,0.85015,0.90494,0.79962,0.0
U4-12,G5-11,白翼の聖騎士,多数の鏡を操る聖女,0.52704,0.85007,0.85585,0.84479,0.0
U4-17,G5-19,紫炎と角を持つ魔獣,渦巻く黒穴の主,0.527,0.85,0.90019,0.80376,0.0
U4-30,U5-30,雲に乗る金色の天竜,王冠とローブの黄金スライム王,0.52695,0.84992,0.87967,0.82251,0.0
U6-26,G3-17,棍棒を持つ青い一つ目オーガ,城入りスノードームゴーレム,0.52677,0.84964,0.9155,0.78888,0.0
U1-12,U5-04,苔と岩の装甲を持つイモムシ,トゲのある巨大サボテン獣,0.52674,0.84958,0.87347,0.82763,0.0
U5-14,G5-06,一つ目の巨大樹人,巨大な鐘を持つ陽気な山の守護者,0.5267,0.84263,0.8414,0.8438,0.01125
G4-27,G5-20,宇宙方位磁針の巨人,星を鍛える巨大炉,0.5267,0.84951,0.86647,0.83394,0.0
U4-04,U6-30,宝珠を抱く巨大な古代樹,王冠と口ひげの黄金スライム王,0.52669,0.84951,0.88722,0.81473,0.0
U4-08,U4-29,鎌を持つ騎乗死神,紫髪の呪い人形姫,0.52666,0.84945,0.84702,0.85175,0.0
U6-09,G4-10,苔むした岩ゴーレム,鏡の迷宮騎士,0.52661,0.84937,0.89015,0.81178,0.0
U1-21,G5-01,貝殻を背負った泡の生物,笑顔で手を差し伸べる白ひげ王,0.52653,0.84924,0.87363,0.82678,0.0
G2-17,G3-04,マント付きパンケーキ,洋服ダンスミミック,0.52649,0.84918,0.87065,0.8294,0.0
G4-10,G4-28,鏡の迷宮騎士,虹結晶の大聖堂,0.52637,0.84899,0.87884,0.82148,0.0
U1-09,G4-02,鉱石を掘るモグラ,時計仕掛けの宮殿巨人,0.52628,0.84883,0.84507,0.85237,0.0
G3-04,G5-27,洋服ダンスミミック,舞台ごと現れた夢劇場の王,0.52626,0.84881,0.90718,0.795,0.0
U1-12,U6-23,苔と岩の装甲を持つイモムシ,緑の毒スライム,0.52615,0.84863,0.85508,0.84277,0.0
G4-26,G4-30,多数の王冠をまとう王,異次元門の守護者,0.52613,0.8486,0.90744,0.79435,0.0
U2-15,U3-25,葉と角を持つ緑の子ドラゴン,花を咲かせた緑のヘビ,0.52605,0.83685,0.88437,0.79303,0.01895
U4-07,U4-18,泡をまとった青赤の海竜,水と蓮に包まれた女王,0.52601,0.84841,0.87488,0.82399,0.0
G4-30,G5-23,異次元門の守護者,巻物柱を持つ天上の記録者,0.52599,0.83298,0.89796,0.77304,0.02513
U4-17,G5-07,紫炎と角を持つ魔獣,黒紫の深淵魔王,0.52577,0.84801,0.87941,0.81911,0.0
U5-04,U6-05,トゲのある巨大サボテン獣,大口の巨大食虫植物,0.52574,0.84288,0.85341,0.83326,0.00829
U4-30,U6-30,雲に乗る金色の天竜,王冠と口ひげの黄金スライム王,0.52565,0.84783,0.91289,0.78777,0.0
U4-07,U4-15,泡をまとった青赤の海竜,結晶装甲の岩ゴーレム,0.52561,0.84777,0.86387,0.83293,0.0
U4-21,G4-04,金装甲をまとった青い海竜,嵐をまとう幽霊船,0.52557,0.83027,0.8957,0.76988,0.02842
U6-29,G4-12,王冠と杖を持つ黒いリッチ王,黒穴を操る魔導士,0.52553,0.84763,0.87712,0.82048,0.0
U2-09,U6-23,葉を背負った小さなカメ,緑の毒スライム,0.52552,0.84761,0.88365,0.81444,0.0
U1-12,U6-30,苔と岩の装甲を持つイモムシ,王冠と口ひげの黄金スライム王,0.52551,0.8476,0.86939,0.82756,0.0
G5-15,G5-23,天球儀を操る観測神,巻物柱を持つ天上の記録者,0.52548,0.84754,0.88219,0.8156,0.0
U1-23,G5-21,石像になった小型ガーゴイル,虹を織る現実の織姫,0.52546,0.84751,0.88236,0.81536,0.0
U2-14,G2-14,旅装をしたキノコ,ポップコーンの精,0.52541,0.84743,0.90136,0.79768,0.0
G2-19,G3-29,クルミ殻の精,工具箱ミミック,0.5254,0.84742,0.87134,0.82541,0.0
G5-10,G5-20,白毛の巨大獣王,星を鍛える巨大炉,0.52538,0.83675,0.89602,0.78207,0.01736
G4-30,G5-25,異次元門の守護者,宙に浮く虚無宮殿,0.52535,0.84734,0.86296,0.83298,0.0
U4-13,G1-01,火山を背負った溶岩ガメ,ボタン甲虫,0.52535,0.84733,0.9,0.79878,0.0
U4-27,G5-06,歯車を内蔵した森のゴーレム,巨大な鐘を持つ陽気な山の守護者,0.5253,0.84726,0.87923,0.81778,0.0
